Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
"Amancio Ortega",77,Spain,"fashion retail",11,85,"La Coruna, Spain",Spain,Married,3,NULL,1
"Zhong Shanshan",68.9,China,"beverages, pharmaceutical",13,66,"Hangzhou, China",China,NULL,NULL,NULL,1
"Gautam Adani & family",50.5,India,"infrastructure, commodities",24,58,"Ahmedabad, India",India,Married,2,NULL,1
"Wang Wei",39,China,"package delivery",35,50,"Shenzhen, China",China,NULL,NULL,NULL,1
"He Xiangjian",37.7,China,"home appliances",37,78,"Foshan, China",China,Married,3,NULL,1
"Qin Yinglin & family",33.5,China,"pig breeding",44,56,"Nanyang, China",China,Married,NULL,NULL,1
"Lee Shau Kee",31.7,"Hong Kong","real estate",47,93,"Hong Kong, Hong Kong","Hong Kong",Divorced,5,NULL,1
"Pang Kang",26.4,China,"soy sauce",57,65,"Foshan, China",China,NULL,NULL,NULL,1
"Leonardo Del Vecchio & family",25.8,Italy,eyeglasses,62,85,"Milan, Italy",Italy,Married,6,NULL,1
"Takemitsu Takizaki",25.8,Japan,sensors,62,75,"Osaka, Japan",Japan,Married,NULL,NULL,1
"Zhang Yong",23,Singapore,restaurants,75,50,"Singapore, Singapore",Singapore,Married,NULL,NULL,1
"Goh Cheng Liang",21.7,Singapore,paints,80,93,"Singapore, Singapore",Singapore,Widowed,3,NULL,1
"Lui Che Woo & family",19.4,"Hong Kong",casinos/hotels,93,92,"Hong Kong, Hong Kong","Hong Kong",Married,5,NULL,1
"Fan Hongwei & family",18.2,China,petrochemicals,102,54,"Wujiang, China",China,Married,NULL,NULL,1
"James Ratcliffe",17,"United Kingdom",chemicals,113,68,"London, United Kingdom","United Kingdom",Married,NULL,NULL,1
"Reinhold Wuerth & family",16.8,Germany,fasteners,115,86,"Kuenzelsau, Germany",Germany,Married,3,NULL,1
"Radhakishan Damani",16.5,India,"retail, investments",117,66,"Mumbai, India",India,Married,3,NULL,1
"Zuo Hui",15.5,China,"real estate services",128,50,"Beijing, China",China,NULL,NULL,NULL,1
"Zhou Qunfei & family",15.4,"Hong Kong","smartphone screens",131,NULL,"Hong Kong, Hong Kong","Hong Kong",Married,NULL,NULL,1
"Cheng Yixiao",14.1,China,"video streaming app",148,37,"Beijing, China",China,NULL,NULL,NULL,1
"Joseph Lau",13.6,"Hong Kong","real estate",155,69,"Hong Kong, Hong Kong","Hong Kong",Divorced,6,NULL,1
"Charoen Sirivadhanabhakdi",13.5,Thailand,"alcohol, real estate",156,77,"Bangkok, Thailand",Thailand,Married,5,NULL,1
"Wang Wenyin",13.2,China,"mining, copper products",161,53,"Shenzhen, China",China,NULL,NULL,NULL,1
"Wang Liping & family",13.1,China,"hydraulic machinery",163,55,"Changzhou, China",China,Married,NULL,NULL,1
"Lu Zhongfang",12.5,China,education,173,78,"Tonghua, China",China,NULL,NULL,NULL,1
"Ma Jianrong & family",12.5,China,"textiles, apparel",173,57,"Ningbo, China",China,Married,NULL,NULL,1
"Zhang Tao",12.5,China,e-commerce,173,48,"Beijing, China",China,NULL,NULL,NULL,1
"Liu Yonghao & family",12.1,China,agribusiness,182,69,"Chengdu, China",China,Married,2,NULL,1
"Patrick Drahi",11.8,France,telecom,186,57,"Zermatt, Switzerland",France,Married,4,NULL,1
"Tom & Judy Love",10.8,"United States","retail & gas stations",205,NULL,"Oklahoma City, Oklahoma","United States",Married,4,NULL,1
"Wang Laisheng",10.8,China,"electronics components",205,56,"Shenzhen, China",China,NULL,NULL,NULL,1
"Gianluigi & Rafaela Aponte",10.7,Switzerland,Shipping,208,80,"Geneva, Switzerland",Switzerland,NULL,2,NULL,1
"Li Zhenguo & family",10.5,China,"solar wafers and modules",213,53,"Xi'an, China",China,Married,NULL,NULL,1
"John Fredriksen",10.4,Cyprus,shipping,216,76,"London, United Kingdom",Cyprus,Widowed,2,NULL,1
"Jay Chaudhry",10,"United States","security software",228,61,"Reno, Nevada","United States",Married,3,NULL,1
"Tobi Lutke",9.8,Canada,e-commerce,232,40,"Ottawa, Canada",Canada,Married,3,NULL,1
"James Dyson",9.7,"United Kingdom",vacuums,234,74,"Gloucestershire, United Kingdom","United Kingdom",Married,3,NULL,1
"Jim Pattison",9.6,Canada,diversified,241,92,"Vancouver, Canada",Canada,Married,3,NULL,1
"Yao Liangsong",9.6,China,furniture,241,56,"Guangzhou, China",China,NULL,NULL,NULL,1
"Yeung Kin-man",9.5,"Hong Kong",electronics,245,57,"Hong Kong, Hong Kong","Hong Kong",Married,NULL,NULL,1
"Ding Shijia",9.3,China,"sports apparel",251,57,"Quanzhou, China",China,Married,NULL,NULL,1
"Ian & Richard Livingstone",9.3,"United Kingdom","real estate",251,NULL,"London, United Kingdom","United Kingdom",NULL,NULL,NULL,1
"Lam Wai-ying",9.1,"Hong Kong","smartphone screens",256,NULL,"Hong Kong, Hong Kong","Hong Kong",Married,NULL,NULL,1
"Lu Xiangyang",9.1,China,"automobiles, batteries",256,58,"Guangzhou, China",China,Married,NULL,NULL,1
"Wolfgang Marguerre & family",9.1,Germany,pharmaceutical,256,79,"Heidelberg, Germany",Germany,Married,3,NULL,1
"Guillaume Pousaz",9,Switzerland,fintech,262,39,NULL,Switzerland,Married,3,NULL,1
"Tse Ping",8.9,China,pharmaceutical,264,69,"Hong Kong, Hong Kong",China,Married,NULL,NULL,1
"Xavier Niel",8.8,France,"internet, telecom",269,53,"Paris, France",France,Single,3,NULL,1
"Zong Qinghou",8.8,China,beverages,269,75,"Hangzhou, China",China,Married,1,NULL,1
"Cheng Xue",8.7,China,"soy sauce",274,51,"Foshan, China",China,NULL,NULL,NULL,1
"Graeme Hart",8.7,"New Zealand",investments,274,65,"Auckland, New Zealand","New Zealand",Married,2,NULL,1
"Shigenobu Nagamori",8.7,Japan,motors,274,76,"Kyoto, Japan",Japan,Married,2,NULL,1
"Xu Shihui",8.7,China,"snacks, beverages",274,63,"Quanzhou, China",China,Married,NULL,NULL,1
"Kei Hoi Pang",7.8,China,"real estate",316,55,"Hong Kong, Hong Kong",China,NULL,NULL,NULL,1
"David Reuben",7.7,"United Kingdom","investments, real estate",323,82,"London, United Kingdom","United Kingdom",Married,1,NULL,1
"Pei Zhenhua",7.5,China,batteries,334,62,"Ningde, China",China,NULL,NULL,NULL,1
"Ruan Liping",7.5,"Hong Kong","power strips",334,57,"Ningbo, China","Hong Kong",NULL,NULL,NULL,1
"Ruan Xueping",7.5,"Hong Kong","power strip",334,49,"Ningbo, China","Hong Kong",NULL,NULL,NULL,1
"Lai Meisong",7.3,China,"package delivery",344,50,"Shanghai, China",China,NULL,NULL,NULL,1
"Pham Nhat Vuong",7.3,Vietnam,diversified,344,52,"Hanoi, Vietnam",Vietnam,Married,3,NULL,1
"Manuel Villar",7.2,Philippines,"real estate",352,71,"Manila, Philippines",Philippines,Married,3,NULL,1
"Johann Graf",7.1,Austria,gambling,358,74,"Vienna, Austria",Austria,Divorced,3,NULL,1
"Li Hua",7.1,China,"financial services",358,43,"Shenzhen, China",China,NULL,NULL,NULL,1
"Stewart and Lynda Resnick",7.1,"United States","agriculture, water",358,NULL,"Beverly Hills, California","United States",Married,5,NULL,1
"Murali Divi & family",6.8,India,pharmaceutical,384,70,"Hyderabad, India",India,Married,2,NULL,1
"Huang Chulong",6.8,Canada,"real estate",384,62,"Shenzhen, China",Canada,NULL,NULL,NULL,1
"Li Jianquan & family",6.8,"Hong Kong","consumer products",384,64,"Shenzhen, China","Hong Kong",Married,NULL,NULL,1
"Shi Yonghong & family",6.8,China,restaurants,384,52,"Chengdu, China",China,Married,NULL,NULL,1
"Erich Wesjohann & family",6.8,Germany,"poultry genetics",384,75,"Visbek, Germany",Germany,Married,3,NULL,1
"Li Haiyan",6.7,China,restaurants,391,NULL,"Chengdu, China",China,Married,NULL,NULL,1
"Francis Choi",6.6,"Hong Kong","real estate",400,73,"Hong Kong, Hong Kong","Hong Kong",Married,3,NULL,1
"Zeng Fangqin",6.6,China,"smartphone components",400,55,"Shenzhen, China",China,NULL,NULL,NULL,1
"Chu Mang Yee & family",6.5,China,"real estate",404,61,"Guangzhou, China",China,Married,1,NULL,1
"Denise Coates",6.5,"United Kingdom","online gambling",404,53,"Stoke-on-Trent, United Kingdom","United Kingdom",Married,5,NULL,1
"Gopikishan Damani",6.5,India,"retail, investments",404,63,"Mumbai, India",India,Married,2,NULL,1
"Liu Yongxing",6.5,China,diversified,404,72,"Shanghai, China",China,Married,1,NULL,1
"Georg Stumpf",6.5,Austria,"real estate, construction",404,48,"Vienna, Austria",Austria,"In Relationship",NULL,NULL,1
"Wang Junlin",6.3,China,liquor,421,58,"Chengdu, China",China,Married,NULL,NULL,1
"Wang Ning & family",6.3,China,toys,421,34,"Beijing, China",China,Married,NULL,NULL,1
"You Xiaoping",6.3,China,"chemicals, spandex",421,63,"Wenzhou, China",China,Married,2,NULL,1
"Stef Wertheimer & family",6.2,Israel,"metalworking tools",432,94,"tel aviv, Israel",Israel,Married,4,NULL,1
"Guenther Fielmann & family",6,Germany,optometry,451,81,"Hamburg, Germany",Germany,"In Relationship",2,NULL,1
"Martin Lorentzon",6,Sweden,Spotify,451,52,"Stockholm, Sweden",Sweden,Single,NULL,NULL,1
"Isaac Perlmutter",6,"United States","Marvel comics",451,78,"Palm Beach, Florida","United States",Married,NULL,NULL,1
"Chen Rui",5.9,China,"online entertainment",472,43,"Shanghai, China",China,NULL,NULL,NULL,1
"Lin Jianhua & family",5.9,China,"solar panel components",472,58,"Hangzhou, China",China,Married,NULL,NULL,1
"Li Chunan",5.8,China,"renewable energy",476,52,"Fushun, China",China,NULL,NULL,NULL,1
"William Li",5.8,China,"electric vehicles",476,46,"Beijing, China",China,NULL,NULL,NULL,1
"Rene Benko",5.6,Austria,"real estate, retail",496,44,Austria,Austria,Married,4,NULL,1
"Clive Calder",5.5,"United Kingdom","record label",502,74,"Grand Cayman, Cayman Islands","United Kingdom",Married,2,NULL,1
"Hasmukh Chudgar & family",5.5,India,pharmaceutical,502,87,"Ahmedabad, India",India,Married,3,NULL,1
"Dong Wei",5.5,China,pharmaceutical,502,50,"Lianyungang, China",China,NULL,NULL,NULL,1
"He Xiaopeng",5.5,China,"electric vehicles",502,43,"Guangzhou, China",China,NULL,NULL,NULL,1
"Kjell Inge Rokke",5.5,Norway,"shipping, seafood",502,62,"Vettre, Norway",Norway,Married,4,NULL,1
"Shu Ping",5.5,Singapore,restaurants,502,NULL,"Singapore, Singapore",Singapore,Married,NULL,NULL,1
"Alceu Elias Feldmann",5.4,Brazil,fertilizer,520,71,"Curitiba, Brazil",Brazil,Divorced,3,NULL,1
"Harry Stine",5.4,"United States",agriculture,520,79,"Adel, Iowa","United States",Married,4,NULL,1
"Cao Renxian",5.3,China,"photovoltaic equipment",529,52,"Hefei, China",China,Married,NULL,NULL,1
"Yao Zhenhua & family",5.3,China,conglomerate,529,51,"Shenzhen, China",China,NULL,NULL,NULL,1
"Yu Yong",5.3,China,mining,529,60,"Shanghai, China",China,Married,NULL,NULL,1
"Frank Lowy",5.2,Australia,"shopping malls",539,90,"Tel Aviv, Israel",Australia,Married,3,NULL,1
"Akio Nitori",5.2,Japan,"home furnishings",539,77,"Hokkaido, Japan",Japan,Married,NULL,NULL,1
"Ruan Hongliang & family",5.2,China,glass,539,60,"Jiaxing, China",China,Married,NULL,NULL,1
"Teddy Sagi",5.2,Israel,"gambling software",539,49,"Tel Aviv, Israel",Israel,"In Relationship",6,NULL,1
"Wong Man Li",5.2,"Hong Kong",furniture,539,56,"Hong Kong, Hong Kong","Hong Kong",Married,2,NULL,1
"Gustavo Denegri",5.1,Italy,biotech,550,84,"torino, Italy",Italy,Married,2,NULL,1
"Patrick Lee",5.1,"Hong Kong",paper,550,79,"Hong Kong, Hong Kong","Hong Kong",Married,5,NULL,1
"Wu Guanjiang & family",5.1,China,pharmaceutical,550,52,"Chongqing, China",China,Married,NULL,NULL,1
"Chen Dongsheng",4.9,China,insurance,574,63,"Beijing, China",China,Married,NULL,NULL,1
"Marc Ladreit de Lacharriere",4.9,France,finance,574,80,"Paris, France",France,Divorced,4,NULL,1
"Joe Lewis",4.9,"United Kingdom",investments,574,84,"Albany, Bahamas","United Kingdom",Married,2,NULL,1
"Zhang Fan",4.9,China,"touch screens",574,55,"Shenzhen, China",China,NULL,NULL,NULL,1
"Bidzina Ivanishvili",4.8,Georgia,investments,589,65,"Tbilisi, Georgia",Georgia,Married,4,NULL,1
"Issad Rebrab & family",4.8,Algeria,food,589,77,"Algiers, Algeria",Algeria,Married,5,NULL,1
"Wang Xicheng & family",4.8,China,tires,589,72,"Zhaoyuan, China",China,Married,NULL,NULL,1
"M.A. Yusuff Ali",4.8,India,retail,589,65,"Abu Dhabi, United Arab Emirates",India,Married,3,NULL,1
"Hong Jie",4.7,China,paint,608,53,"Putian, China",China,NULL,NULL,NULL,1
"Eric Smidt",4.7,"United States","hardware stores",608,61,"Beverly Hills, California","United States",Married,NULL,NULL,1
"Tim Sweeney",4.7,"United States","video games",608,50,"Cary, North Carolina","United States",NULL,NULL,NULL,1
"Tang Shing-bor",4.7,"Hong Kong","real estate",608,87,"Hong Kong, Hong Kong","Hong Kong",Married,5,NULL,1
"Wong Luen Hei",4.7,China,"building materials",608,59,"Hong Kong, Hong Kong",China,Married,NULL,NULL,1
"Zhou Bajin",4.7,China,"auto parts",608,86,"Changzhou, China",China,NULL,NULL,NULL,1
"Daniel Ek",4.6,Sweden,Spotify,622,38,"Stockholm, Sweden",Sweden,Married,2,NULL,1
"Vladimir Kim",4.6,Kazakhstan,mining,622,60,"Almaty, Kazakhstan",Kazakhstan,Married,3,NULL,1
"Li Weiguo",4.6,China,"construction materials",622,56,"Beijing, China",China,Married,NULL,NULL,1
"Paul-Heinz Wesjohann & family",4.6,Germany,"chicken processing",622,77,"Rechterfeld, Germany",Germany,Married,4,NULL,1
"Friedrich Knapp",4.5,Germany,"fashion retail",638,70,"Brunswick, Germany",Germany,Married,3,NULL,1
"Miao Hangen",4.5,China,"textiles, petrochemicals",638,56,"Suzhou, China",China,NULL,NULL,NULL,1
"Tony Tamer",4.5,"United States","private equity",638,63,"New York, New York","United States",Married,4,NULL,1
"Nick Caporella",4.4,"United States",beverages,655,85,"Plantation, Florida","United States",Married,4,NULL,1
"Yakir Gabay",4.4,Cyprus,"real estate",655,55,"London, United Kingdom",Cyprus,NULL,NULL,NULL,1
"Erman Ilicak",4.4,Turkey,construction,655,53,"Ankara, Turkey",Turkey,Married,3,NULL,1
"Zhang Daocai",4.4,China,valves,655,71,"Shaoxing, China",China,NULL,NULL,NULL,1
"Ralph Dommermuth",4.3,Germany,"internet service provider",665,57,"Montabaur, Germany",Germany,Married,1,NULL,1
"Lee Yin Yee",4.3,China,glass,665,69,"Hong Kong, Hong Kong",China,NULL,NULL,NULL,1
"Edwin Leong",4.3,"Hong Kong","real estate",665,69,"Hong Kong, Hong Kong","Hong Kong",Married,1,NULL,1
"Kerry Stokes",4.3,Australia,"construction equipment, media",665,80,"Perth, Australia",Australia,Married,4,NULL,1
"Alain Bouchard",4.2,Canada,retail,680,72,"Montreal, Canada",Canada,Married,4,NULL,1
"Fang Wei",4.2,China,steel,680,47,"Beijing, China",China,Married,NULL,NULL,1
"Peter Hargreaves",4.2,"United Kingdom","financial services",680,74,"Bristol, United Kingdom","United Kingdom",Married,2,NULL,1
"Bertil Hult",4.2,Sweden,education,680,80,"Lucerne, Switzerland",Sweden,Married,4,NULL,1
"Liu Fangyi",4.2,China,"medical equipment",680,NULL,"Shanghai, China",China,NULL,NULL,NULL,1
"Luo Liguo & family",4.2,China,chemicals,680,65,"Ningbo, China",China,Married,NULL,NULL,1
"Pan Laican",4.2,China,"soy sauce",680,NULL,"foshan, China",China,NULL,NULL,NULL,1
"Wang Yanqing & family",4.2,China,"electrical equipment",680,55,"Wuxi, China",China,Married,NULL,NULL,1
"Cho Tak Wong",4.1,"Hong Kong","auto parts",705,74,"Fuqing, China","Hong Kong",Married,3,NULL,1
"Laurence Graff & family",4.1,"United Kingdom","diamond jewelry",705,82,"Gstaad, Switzerland","United Kingdom",Divorced,5,NULL,1
"Ji Qi",4.1,China,"hotels, motels",705,54,"Shanghai, China",China,NULL,NULL,NULL,1
"Julio Ponce Lerou",4.1,Chile,fertilizer,705,75,"Santiago, Chile",Chile,Divorced,1,NULL,1
"Xu Jingren",4.1,China,pharmaceutical,705,76,"Taizhou, China",China,Married,2,NULL,1
"Walter P.J. Droege",4,Germany,investing,727,68,"Dusseldorf, Germany",Germany,Married,NULL,NULL,1
"Masatoshi Ito",4,Japan,retail,727,97,"Tokyo, Japan",Japan,Married,3,NULL,1
"Li Xiang",4,China,"electric vehicles",727,39,"Beijing, China",China,NULL,NULL,NULL,1
"Melissa Ma",4,China,"internet search",727,NULL,"Beijing, China",China,Married,NULL,NULL,1
"Georg Nemetschek & family",4,Germany,software,727,87,"Munich, Germany",Germany,Widowed,2,NULL,1
"Qiu Guanghe & family",4,China,"fashion retail",727,69,"Wenzhou, China",China,Married,2,NULL,1
"Ugur Sahin",4,Germany,biotechnology,727,55,"Mainz, Germany",Germany,Married,NULL,NULL,1
"Michal Solowow",4,Poland,investments,727,58,"Kielce, Poland",Poland,Married,3,NULL,1
"Wu Jianshu",4,"Hong Kong","auto parts",727,57,"Ningbo, China","Hong Kong",NULL,NULL,NULL,1
"Che Jianxing",3.9,China,"furniture retailing",752,54,"Shanghai, China",China,Married,NULL,NULL,1
"Paul Gauselmann & family",3.9,Germany,gambling,752,86,"Espelkamp, Germany",Germany,Married,4,NULL,1
"Kuan Kam Hon & family",3.9,Malaysia,"synthetic gloves",752,73,"Kuala Lumpur, Malaysia",Malaysia,Married,3,NULL,1
"Erik Selin",3.9,Sweden,"real estate",752,53,"G̦teborg, Sweden",Sweden,Divorced,NULL,NULL,1
"Wang Linpeng",3.9,China,"furniture retailing",752,53,"Beijing, China",China,NULL,NULL,NULL,1
"Wu Zhigang & family",3.9,China,"bakery chain",752,86,"Shenyang, China",China,Married,3,NULL,1
"Zhang Wenzhong",3.9,China,supermarkets,752,59,"Beijing, China",China,NULL,NULL,NULL,1
"Jeff Green",3.8,"United States","online advertising",775,44,"Newbury Park, California","United States",NULL,NULL,NULL,1
"Lai Jianping",3.8,China,"soy sauce",775,NULL,"Foshan, China",China,NULL,NULL,NULL,1
"Clive Palmer",3.8,Australia,mining,775,67,"Brisbane, Australia",Australia,Married,3,NULL,1
"Karsanbhai Patel",3.8,India,"consumer goods",775,77,"Ahmedabad, India",India,Married,3,NULL,1
"Dirk Rossmann & family",3.8,Germany,drugstores,775,74,"Lower-Saxony, Germany",Germany,Married,2,NULL,1
"Shaul Shani",3.8,Israel,telecom,775,66,Italy,Israel,NULL,NULL,NULL,1
"Song Fei",3.8,China,machinery,775,54,"Yantai, China",China,Married,NULL,NULL,1
"Ivar Tollefsen",3.8,Norway,"real estate",775,59,"Oslo, Norway",Norway,NULL,NULL,NULL,1
"Zhu Gongshan",3.8,China,"solar panel materials",775,63,"Shanghai, China",China,Married,2,NULL,1
"Peter Gilgan",3.7,Canada,homebuilding,807,70,"Oakville, Canada",Canada,Married,8,NULL,1
"Li Liangbin",3.7,China,lithium,807,53,"Xinyu, China",China,NULL,NULL,NULL,1
"Candido Pinheiro Koren de Lima",3.7,Brazil,"hospitals, health insurance",807,74,"Fortaleza, Brazil",Brazil,Married,2,NULL,1
"Xu Shugen",3.7,China,"construction, mining machinery",807,55,"Hangzhou, China",China,NULL,NULL,NULL,1
"Anil Agarwal & family",3.6,India,"mining, metals",831,67,"London, United Kingdom",India,Married,2,NULL,1
"Chu Lam Yiu",3.6,"Hong Kong",flavorings,831,51,"Hong Kong, Hong Kong","Hong Kong",Married,NULL,NULL,1
"Hu Kaijun",3.6,China,pharmaceutical,831,59,"Beijing, China",China,NULL,NULL,NULL,1
"Li Hongxin & family",3.6,China,"paper & related products",831,68,"Yanzhou, China",China,Married,3,NULL,1
"Jerzy Starak",3.6,Poland,pharmaceutical,831,73,"Konstancin, Poland",Poland,Married,3,NULL,1
"Yang Shaopeng",3.6,China,shipping,831,63,"Qingdao, China",China,NULL,NULL,NULL,1
"Li Guoqiang",3.5,China,"auto dealerships",859,57,"Beijing, China",China,Married,NULL,NULL,1
"Liu Xiaodong",3.5,China,flavorings,859,53,"Shanghai, China",China,NULL,NULL,NULL,1
"Arnout Schuijff",3.5,Netherlands,"payments software",859,53,"Amsterdam, Netherlands",Netherlands,Married,NULL,NULL,1
"Wu Shaoxun",3.5,China,wine,859,65,"Daye, China",China,NULL,NULL,NULL,1
"Ye Guofu",3.5,China,retail,859,43,"Guangzhou, China",China,NULL,NULL,NULL,1
"Zhou Jianping",3.5,China,"fashion retail",859,60,"Jiangyin, China",China,Married,NULL,NULL,1
"Mohed Altrad",3.4,France,"scaffolding, cement mixers",891,73,"Montpellier, France",France,"In Relationship",5,NULL,1
"Francesco Gaetano Caltagirone",3.4,Italy,"cement, diversified",891,78,"Rome, Italy",Italy,Married,3,NULL,1
"Deng Wen",3.4,China,flavorings,891,53,"Chengdu, China",China,Married,NULL,NULL,1
"Bernard Ecclestone & family",3.4,"United Kingdom","Formula One",891,90,"London, United Kingdom","United Kingdom",Married,2,NULL,1
"Zarakh Iliev",3.4,Russia,"real estate",891,54,"Moscow, Russia",Russia,Married,2,NULL,1
"Arnon Milchan",3.4,Israel,"movie making",891,76,"Tel Aviv, Israel",Israel,Married,4,NULL,1
"Remo Ruffini",3.4,Italy,"winter jackets",891,59,"Como, Italy",Italy,Married,2,NULL,1
"RJ Scaringe",3.4,"United States","electric vehicles",891,38,"Irvine, California","United States",Married,3,NULL,1
"Eric Ya Shen",3.4,China,"online apparel retail",891,50,"Guangzhou, China",China,NULL,NULL,NULL,1
"Bulat Utemuratov",3.4,Kazakhstan,"mining, banking, hotels",891,63,"Astana, Kazakhstan",Kazakhstan,Married,3,NULL,1
"Dong Jinggui",3.3,China,"electric scooters",925,NULL,"Wuxi, China",China,Married,NULL,NULL,1
"Charles Edelstenne",3.3,France,aviation,925,83,"Paris, France",France,NULL,NULL,NULL,1
"Vyacheslav Kim",3.3,Kazakhstan,fintech,925,51,"Almaty, Kazakhstan",Kazakhstan,Single,NULL,NULL,1
"Horst Paulmann & family",3.3,Chile,retail,925,86,"Santiago, Chile",Chile,Married,3,NULL,1
"Renzo Rosso & family",3.3,Italy,fashion,925,65,"Bassano del Grappa, Italy",Italy,Divorced,7,NULL,1
"Klaus-Peter Schulenberg",3.3,Germany,"ticketing service",925,NULL,"Bremen, Germany",Germany,Married,NULL,NULL,1
"Wang Wenxue",3.3,China,"real estate",925,53,"Beijing, China",China,Married,NULL,NULL,1
"Giuliana Benetton",3.2,Italy,"fashion retail, investments",956,83,"Treviso, Italy",Italy,Widowed,4,NULL,1
"Luciano Benetton",3.2,Italy,"fashion retail, investments",956,85,"Ponzano Veneto, Italy",Italy,Married,4,NULL,1
"Tomasz Biernacki",3.2,Poland,supermarkets,956,48,"Krotoszyn,, Poland",Poland,NULL,NULL,NULL,1
"Yoichi & Keiko Erikawa",3.2,Japan,videogames,956,NULL,"Yokohama, Japan",Japan,Married,NULL,NULL,1
"Ke Zunhong & family",3.2,China,pharmaceutical,956,66,"Chengdu, China",China,Married,NULL,NULL,1
"Zygmunt Solorz-Zak",3.2,Poland,"TV broadcasting",956,64,"Warsaw, Poland",Poland,Divorced,3,NULL,1
"Lawrence Stroll",3.2,Canada,"fashion investments",956,61,"Geneva, Switzerland",Canada,Married,2,NULL,1
"Rita Tong Liu",3.2,"Hong Kong","real estate",956,72,"Hong Kong, Hong Kong","Hong Kong",Widowed,2,NULL,1
"Zhang Li",3.2,China,"real estate",956,68,"Guangzhou, China",China,Married,1,NULL,1
"John Caudwell",3.1,"United Kingdom","mobile phones",986,68,"Stoke-on-Trent, United Kingdom","United Kingdom",Divorced,6,NULL,1
"Antonio Del Valle Ruiz & family",3.1,Mexico,chemicals,986,82,"Mexico City, Mexico",Mexico,Married,5,NULL,1
"Gu Yuhua & family",3.1,China,furniture,986,71,"Hangzhou, China",China,Married,NULL,NULL,1
"Hao Hong",3.1,"United States",pharmaceutical,986,65,"Tianjin, China","United States",NULL,NULL,NULL,1
"Hoi Kin Hong",3.1,Macao,"real estate",986,68,"Shanghai, China",Macao,Married,2,NULL,1
"Jin Lei",3.1,China,pharmaceutical,986,55,"Changchun, China",China,Married,NULL,NULL,1
"Li Gaiteng",3.1,China,"hair dryers",986,49,"Shanghai, China",China,Married,NULL,NULL,1
"Nie Tengyun & family",3.1,China,logistics,986,45,"Shanghai, China",China,Married,NULL,NULL,1
"Prasert Prasarttong-Osoth",3.1,Thailand,hospitals,986,88,"Bangkok, Thailand",Thailand,Married,5,NULL,1
"Wilhelm Beier & family",3,Germany,pharmaceutical,1008,65,Germany,Germany,NULL,NULL,NULL,1
"John Coates",3,"United Kingdom","online gambling",1008,51,"Stoke-On-Trent, United Kingdom","United Kingdom",Married,2,NULL,1
"Behdad Eghbali",3,"United States","private equity",1008,45,"Los Angeles, California","United States",Married,NULL,NULL,1
"Jose E. Feliciano",3,"United States","private equity",1008,47,"Marina Del Rey, California","United States",Married,NULL,NULL,1
"Peter Grogg",3,Switzerland,biochemicals,1008,79,"Liestal, Switzerland",Switzerland,NULL,NULL,NULL,1
"Huang Jinfeng",3,China,e-commerce,1008,38,"Guangzhou, China",China,NULL,NULL,NULL,1
"Huang Rulun",3,China,"real estate",1008,69,"Beijing, China",China,Married,2,NULL,1
"Dan Kurzius",3,"United States","email marketing",1008,49,"Atlanta, Georgia","United States",Married,2,NULL,1
"Sheldon Lavin",3,"United States","meat processing",1008,88,"Highland Park, New Jersey","United States",NULL,NULL,NULL,1
"Louis Le Duff",3,France,bakeries,1008,74,"Paris, France",France,Married,2,NULL,1
"Peter Lim",3,Singapore,investments,1008,67,"Singapore, Singapore",Singapore,Married,2,NULL,1
"Tom Morris",3,"United Kingdom",retail,1008,66,"Merseyside, United Kingdom","United Kingdom",Married,NULL,NULL,1
"Or Wai Sheun",3,"Hong Kong","real estate",1008,69,"Hong Kong, Hong Kong","Hong Kong",Married,2,NULL,1
"P.V. Ramprasad Reddy",3,India,pharmaceutical,1008,63,"Hyderabad, India",India,Married,2,NULL,1
"Gil Shwed",3,Israel,software,1008,52,"Tel Aviv, Israel",Israel,Single,NULL,NULL,1
"Song Zuowen",3,China,"aluminum, diversified",1008,74,"Longkou, China",China,Married,2,NULL,1
"Tian Ming",3,China,"measuring instruments",1008,67,"Hefei, China",China,Married,NULL,NULL,1
"Richard White",3,Australia,software,1008,66,"Sydney, Australia",Australia,NULL,2,NULL,1
"Xia Zuoquan",3,China,automobiles,1008,59,"Shenzhen, China",China,NULL,NULL,NULL,1
"Yin Xin",3,China,"video streaming app",1008,36,"Beijing, China",China,NULL,NULL,NULL,1
"Zhu Xingming",3,China,"electrical equipment",1008,54,"Shenzhen, China",China,NULL,NULL,NULL,1
"Cao Ji",2.9,China,manufacturing,1064,69,"Hangzhou, China",China,NULL,NULL,NULL,1
"Chen Kaixuan",2.9,China,"household chemicals",1064,63,"Guangzhou, China",China,NULL,NULL,NULL,1
"Marcel Erni",2.9,Switzerland,"private equity",1064,56,"Zug, Switzerland",Switzerland,NULL,NULL,NULL,1
"Walter Faria",2.9,Brazil,beer,1064,66,"Rio de Janeiro, Brazil",Brazil,NULL,1,NULL,1
"Fu Guangming & family",2.9,China,poultry,1064,67,"Nanping, China",China,Married,2,NULL,1
"Alfred Gantner",2.9,Switzerland,"private equity",1064,53,"Zug, Switzerland",Switzerland,Married,5,NULL,1
"Hu Yangzhong",2.9,China,technology,1064,56,"Hangzhou, China",China,NULL,NULL,NULL,1
